fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,wine_type_encoded,quality_category
-0.6869461155287184,0.28689552140582536,-1.2824265400747248,-0.6565572477292557,-0.7090658379383368,-0.8851013051099725,-1.5846483698480103,0.20468722387148258,1.383210573511106,0.9175175459668926,0.46673223059616803,-1.7137955777006078,1
-1.053702287286701,-1.1905327846259772,0.30403580270453523,-0.7964685058073507,-0.5268049769227509,-1.003433627612581,-0.945336242249069,-1.0672730977418037,-0.013379413214423387,0.07754528596481858,0.2147066560191115,0.5835001636202701,1
-0.5952570725892231,-0.38466279951772114,-0.4891953686850948,-0.05027512939084439,-1.1191527752234045,1.422378983690896,0.24449466189340516,-1.3038371467750303,-0.3307862283793185,-0.6860658594916127,1.3908260040453782,0.5835001636202701,2
-0.4118789867102318,1.3613888348835002,-1.3545384647465093,-0.7031943337552874,1.0224123417097275,-0.8851013051099725,-1.3893029975261115,0.9452355512797381,2.4623937450717435,0.8411564314212495,-0.6253785925710799,-1.7137955777006078,1
0.2299443138662374,-0.854753624164204,2.3231696935145036,1.6986155965853427,-0.7090658379383368,2.783200692470895,1.221221523502899,1.1098018462593675,-1.727376215104848,-0.38062140130904043,-1.2974467914432335,0.5835001636202701,1
-0.5952570725892231,-1.4927340290415734,-0.20074766999795668,-0.7148536052617953,-0.7090658379383368,2.546536047465678,0.91932412991451,-1.9003899660761292,-0.6481930435442108,-2.136927035858832,1.9788856780585131,0.5835001636202701,2
2.292947780004888,0.018272193036406852,1.2414908234377344,-0.42337181759909753,1.1135427722175204,-0.589270498853451,-0.64343884866068,1.5966438022407263,-0.20382350231336102,1.2993231186951077,-0.4573615428530422,-1.7137955777006078,1
0.04656622798724609,2.167258819991756,-2.0756577114643546,-0.63323870471624,1.1135427722175204,-0.8259351438586682,-0.5013694869720264,0.9898055895034099,1.9545428408079133,0.30662862960174725,-0.7093871174301002,-1.7137955777006078,1
0.2299443138662374,-0.1160394711483026,-0.7055311427004484,1.5587043385072474,-0.8457614837000258,0.8307173711778527,0.6351854065372027,0.4241089505109629,-0.7751557696101683,-0.6097047449459696,-0.12132744341696534,0.5835001636202701,1
0.2299443138662374,0.15258385722111592,-0.6334192180286637,-0.7265128767683033,-1.6659353582701617,0.0615572749108966,-0.8032668805604154,-1.8318206765012963,-1.8543389411708056,-1.2969547758567577,1.6428515786224362,0.5835001636202701,1
-0.22850090083124047,-0.7875977920718493,0.01558810401739717,0.9990593061948679,-0.6179354074305438,-0.4709381763508423,-0.0751614019060655,0.43096587946845377,0.7483969431813187,0.07754528596481858,0.13069813116009119,0.5835001636202701,2
-0.32018994377073656,2.167258819991756,-1.7872100127772166,-0.7964685058073507,0.7490210501863493,-0.8259351438586682,-0.945336242249069,0.4035381636385283,0.4309901280164264,0.5357119732386768,-1.0454212168661756,-1.7137955777006078,1
0.13825527092674134,0.018272193036406852,-0.7055311427004484,-0.8431055918333824,-0.43567454641495823,0.7715512099265485,1.096910832025327,-0.5770026772817184,-0.5212303174782533,-0.5333436304003264,-0.541370067712061,0.5835001636202701,1
-0.6869461155287184,-0.38466279951772114,-0.20074766999795668,-0.7964685058073507,-0.07115282438378678,0.23905575866480955,0.22673599168232347,-0.5632888193667366,1.637136025643021,0.23026751505610493,-0.0373189185579465,0.5835001636202701,2
-1.053702287286701,-0.38466279951772114,0.1598119533609664,-0.7964685058073507,2.480499229834414,0.17988959741350524,-0.18171342317255573,-0.837565977666106,-0.20382350231336102,-1.1442325467654713,-0.2893444931350045,0.5835001636202701,1
-0.8703242014077097,0.15258385722111592,0.4482596520481045,-0.42337181759909753,-1.0280223447156118,-0.589270498853451,-0.44809347633878127,-1.7083959552665744,-1.0290812217420833,-1.5260381194936867,1.2228089543273406,0.5835001636202701,2
-0.5035680296497279,-0.5861302957947853,0.5203715767198891,-0.8314463203268745,-0.6179354074305438,0.5940527261726355,-0.44809347633878127,-1.1804124255403083,0.8118783062142988,-0.991510317674185,0.7187578051732261,0.5835001636202701,2
-0.5035680296497279,-1.1905327846259772,1.8183862208120107,-0.9130612208724298,2.480499229834414,1.6590436286961132,0.4575987044263856,-0.6318581089415694,-0.6481930435442108,-1.0678714322198282,-1.0454212168661756,0.5835001636202701,2
1.055145700321698,0.5555188497752439,0.4482596520481045,-0.5866016186902083,1.8425862162798634,-0.3526058538482336,-0.9630949124601507,1.1509434200042747,0.5579528540823838,1.2993231186951077,0.2147066560191115,-1.7137955777006078,1
-0.13681185789174524,-1.3248444488106865,-0.2728595946697409,-0.8664241348463982,-1.255848420985094,-1.1809321113664941,-1.0341295933044776,-0.35072402168474714,1.5101732995770636,-0.6097047449459696,-0.541370067712061,0.5835001636202701,1
-0.04512281495224998,0.1861617732672933,-1.2824265400747248,-0.889742677859414,0.06554282137790263,-0.3526058538482336,-0.5368868273941898,-0.15187308191770146,-0.45774895444527597,-0.7624269740372559,-1.3814553163022525,0.5835001636202701,1
-0.6869461155287184,0.0854280251287612,-0.2728595946697409,-0.9130612208724298,0.06554282137790263,-1.2400982726177985,0.8127721086480197,-0.16901540431140968,1.2562478474451486,-0.2278991722177541,-1.2134382665842147,0.5835001636202701,2
-0.22850090083124047,-0.1160394711483026,-1.1382026907311558,-0.8431055918333824,-0.11671803963768325,-0.8851013051099725,-0.32378278486120937,-0.18615772670511788,-0.013379413214423387,-1.1442325467654713,-0.8774041671481378,0.5835001636202701,0
